,venue,city,batting_team,bowling_team,runs_last_5,wickets_last_5,wickets,runs,overs,total
9069548,Maharashtra Cricket Association Stadium,Pune,RPS,GL,24,1,4,63,12.1,138
9069549,Maharashtra Cricket Association Stadium,Pune,RPS,GL,24,1,4,63,12.2,138
9069550,Maharashtra Cricket Association Stadium,Pune,RPS,GL,24,1,4,64,12.3,138
9069551,Maharashtra Cricket Association Stadium,Pune,RPS,GL,24,1,4,65,12.4,138
9069552,Maharashtra Cricket Association Stadium,Pune,RPS,GL,27,1,4,69,12.5,138
9069553,Maharashtra Cricket Association Stadium,Pune,RPS,GL,28,1,4,70,12.6,138
9069554,Maharashtra Cricket Association Stadium,Pune,RPS,GL,32,1,4,74,13.1,138
9069555,Maharashtra Cricket Association Stadium,Pune,RPS,GL,30,1,4,74,13.2,138
9069556,Maharashtra Cricket Association Stadium,Pune,RPS,GL,32,1,4,78,13.3,138
9069557,Maharashtra Cricket Association Stadium,Pune,RPS,GL,32,1,4,78,13.4,138
9069558,Maharashtra Cricket Association Stadium,Pune,RPS,GL,26,2,5,78,13.5,138
9069559,Maharashtra Cricket Association Stadium,Pune,RPS,GL,26,2,5,79,13.6,138
9069560,Maharashtra Cricket Association Stadium,Pune,RPS,GL,27,2,5,80,14.1,138
9069561,Maharashtra Cricket Association Stadium,Pune,RPS,GL,27,2,5,81,14.2,138
9069562,Maharashtra Cricket Association Stadium,Pune,RPS,GL,28,2,5,82,14.3,138
9069563,Maharashtra Cricket Association Stadium,Pune,RPS,GL,29,2,5,83,14.4,138
9069564,Maharashtra Cricket Association Stadium,Pune,RPS,GL,29,2,5,83,14.5,138
9069565,Maharashtra Cricket Association Stadium,Pune,RPS,GL,29,2,5,84,14.6,138
9069566,Maharashtra Cricket Association Stadium,Pune,RPS,GL,29,2,5,85,15.1,138
9069567,Maharashtra Cricket Association Stadium,Pune,RPS,GL,29,2,5,86,15.1,138
9069568,Maharashtra Cricket Association Stadium,Pune,RPS,GL,28,2,5,86,15.2,138
9069569,Maharashtra Cricket Association Stadium,Pune,RPS,GL,28,2,5,87,15.2,138
9069570,Maharashtra Cricket Association Stadium,Pune,RPS,GL,33,2,5,93,15.3,138
9069571,Maharashtra Cricket Association Stadium,Pune,RPS,GL,33,2,5,93,15.4,138
9069572,Maharashtra Cricket Association Stadium,Pune,RPS,GL,36,2,5,97,15.5,138
9069573,Maharashtra Cricket Association Stadium,Pune,RPS,GL,38,1,5,99,15.6,138
9069574,Maharashtra Cricket Association Stadium,Pune,RPS,GL,39,1,5,100,16.1,138
9069575,Maharashtra Cricket Association Stadium,Pune,RPS,GL,41,1,5,102,16.2,138
9069576,Maharashtra Cricket Association Stadium,Pune,RPS,GL,41,1,5,103,16.3,138
9069577,Maharashtra Cricket Association Stadium,Pune,RPS,GL,44,1,5,107,16.4,138
9069578,Maharashtra Cricket Association Stadium,Pune,RPS,GL,45,1,5,108,16.5,138
9069579,Maharashtra Cricket Association Stadium,Pune,RPS,GL,47,1,5,110,16.6,138
9069580,Maharashtra Cricket Association Stadium,Pune,RPS,GL,48,1,5,112,17.1,138
9069581,Maharashtra Cricket Association Stadium,Pune,RPS,GL,47,2,6,112,17.2,138
9069582,Maharashtra Cricket Association Stadium,Pune,RPS,GL,44,2,6,113,17.3,138
9069583,Maharashtra Cricket Association Stadium,Pune,RPS,GL,44,2,6,114,17.4,138
9069584,Maharashtra Cricket Association Stadium,Pune,RPS,GL,44,2,6,118,17.5,138
9069585,Maharashtra Cricket Association Stadium,Pune,RPS,GL,45,2,6,119,17.6,138
9069586,Maharashtra Cricket Association Stadium,Pune,RPS,GL,41,3,7,119,18.1,138
9069587,Maharashtra Cricket Association Stadium,Pune,RPS,GL,41,3,7,119,18.2,138
9069588,Maharashtra Cricket Association Stadium,Pune,RPS,GL,41,2,7,119,18.3,138
9069589,Maharashtra Cricket Association Stadium,Pune,RPS,GL,40,2,7,119,18.4,138
9069590,Maharashtra Cricket Association Stadium,Pune,RPS,GL,39,2,7,119,18.5,138
9069591,Maharashtra Cricket Association Stadium,Pune,RPS,GL,38,2,7,119,18.6,138
9069592,Maharashtra Cricket Association Stadium,Pune,RPS,GL,43,2,7,125,19.1,138
9069593,Maharashtra Cricket Association Stadium,Pune,RPS,GL,44,2,7,127,19.2,138
9069594,Maharashtra Cricket Association Stadium,Pune,RPS,GL,48,2,7,131,19.3,138
9069595,Maharashtra Cricket Association Stadium,Pune,RPS,GL,51,2,7,135,19.4,138
9069596,Maharashtra Cricket Association Stadium,Pune,RPS,GL,51,2,7,136,19.4,138
9069597,Maharashtra Cricket Association Stadium,Pune,RPS,GL,52,2,7,138,19.5,138
9069598,Maharashtra Cricket Association Stadium,Pune,RPS,GL,52,2,7,138,19.6,138
9084881,Feroz Shah Kotla,Delhi,DD,KKR,25,1,1,25,5.0,148
9084882,Feroz Shah Kotla,Delhi,DD,KKR,26,1,1,26,5.1,148
9084883,Feroz Shah Kotla,Delhi,DD,KKR,25,1,1,26,5.2,148
9084884,Feroz Shah Kotla,Delhi,DD,KKR,30,1,1,32,5.3,148
9084885,Feroz Shah Kotla,Delhi,DD,KKR,31,1,1,33,5.4,148
9084886,Feroz Shah Kotla,Delhi,DD,KKR,31,1,1,34,5.5,148
9084887,Feroz Shah Kotla,Delhi,DD,KKR,30,1,1,35,5.6,148
9084888,Feroz Shah Kotla,Delhi,DD,KKR,30,1,1,36,6.1,148
9084889,Feroz Shah Kotla,Delhi,DD,KKR,32,1,1,38,6.2,148
9084890,Feroz Shah Kotla,Delhi,DD,KKR,33,1,1,39,6.3,148
9084891,Feroz Shah Kotla,Delhi,DD,KKR,33,1,2,39,6.4,148
9084892,Feroz Shah Kotla,Delhi,DD,KKR,34,1,2,40,6.5,148
9084893,Feroz Shah Kotla,Delhi,DD,KKR,33,1,2,40,6.6,148
9084894,Feroz Shah Kotla,Delhi,DD,KKR,32,1,2,40,7.1,148
9084895,Feroz Shah Kotla,Delhi,DD,KKR,32,1,2,41,7.2,148
9084896,Feroz Shah Kotla,Delhi,DD,KKR,31,1,2,41,7.3,148
9084897,Feroz Shah Kotla,Delhi,DD,KKR,31,1,2,42,7.4,148
9084898,Feroz Shah Kotla,Delhi,DD,KKR,31,1,2,43,7.5,148
9084899,Feroz Shah Kotla,Delhi,DD,KKR,29,1,2,43,7.6,148
9084900,Feroz Shah Kotla,Delhi,DD,KKR,30,1,2,44,8.1,148
9084901,Feroz Shah Kotla,Delhi,DD,KKR,29,1,2,44,8.2,148
9084902,Feroz Shah Kotla,Delhi,DD,KKR,28,1,2,45,8.3,148
9084903,Feroz Shah Kotla,Delhi,DD,KKR,27,1,2,45,8.4,148
9084904,Feroz Shah Kotla,Delhi,DD,KKR,28,1,2,47,8.5,148
9084905,Feroz Shah Kotla,Delhi,DD,KKR,28,1,2,48,8.6,148
9084906,Feroz Shah Kotla,Delhi,DD,KKR,27,1,2,48,9.1,148
9084907,Feroz Shah Kotla,Delhi,DD,KKR,27,1,2,49,9.2,148
9084908,Feroz Shah Kotla,Delhi,DD,KKR,26,1,2,49,9.3,148
9084909,Feroz Shah Kotla,Delhi,DD,KKR,27,1,2,50,9.4,148
9084910,Feroz Shah Kotla,Delhi,DD,KKR,27,1,2,51,9.5,148
9084911,Feroz Shah Kotla,Delhi,DD,KKR,26,1,2,51,9.6,148
9084912,Feroz Shah Kotla,Delhi,DD,KKR,26,1,2,52,10.1,148
9084913,Feroz Shah Kotla,Delhi,DD,KKR,32,1,2,58,10.2,148
9084914,Feroz Shah Kotla,Delhi,DD,KKR,32,1,2,64,10.3,148
9084915,Feroz Shah Kotla,Delhi,DD,KKR,32,1,2,65,10.4,148
9084916,Feroz Shah Kotla,Delhi,DD,KKR,32,1,2,66,10.5,148
9084917,Feroz Shah Kotla,Delhi,DD,KKR,33,1,2,68,10.6,148
9084918,Feroz Shah Kotla,Delhi,DD,KKR,33,1,2,69,11.1,148
9084919,Feroz Shah Kotla,Delhi,DD,KKR,31,1,2,69,11.2,148
9084920,Feroz Shah Kotla,Delhi,DD,KKR,31,1,2,70,11.3,148
9084921,Feroz Shah Kotla,Delhi,DD,KKR,33,0,2,72,11.4,148
9084922,Feroz Shah Kotla,Delhi,DD,KKR,32,0,2,72,11.5,148
9084923,Feroz Shah Kotla,Delhi,DD,KKR,33,0,2,73,11.6,148
9084924,Feroz Shah Kotla,Delhi,DD,KKR,34,0,2,74,12.1,148
9084925,Feroz Shah Kotla,Delhi,DD,KKR,34,0,2,75,12.2,148
9084926,Feroz Shah Kotla,Delhi,DD,KKR,35,0,2,76,12.3,148
9084927,Feroz Shah Kotla,Delhi,DD,KKR,40,0,2,82,12.4,148
9084928,Feroz Shah Kotla,Delhi,DD,KKR,41,0,2,84,12.5,148
9084929,Feroz Shah Kotla,Delhi,DD,KKR,43,0,2,86,12.6,148
9084930,Feroz Shah Kotla,Delhi,DD,KKR,43,0,2,87,13.1,148
9084931,Feroz Shah Kotla,Delhi,DD,KKR,45,0,2,89,13.2,148
9084932,Feroz Shah Kotla,Delhi,DD,KKR,48,0,2,93,13.3,148
9084933,Feroz Shah Kotla,Delhi,DD,KKR,49,0,2,94,13.4,148
9084934,Feroz Shah Kotla,Delhi,DD,KKR,48,0,2,95,13.5,148
9084935,Feroz Shah Kotla,Delhi,DD,KKR,48,0,2,96,13.5,148
9084936,Feroz Shah Kotla,Delhi,DD,KKR,50,0,2,98,13.6,148
9084937,Feroz Shah Kotla,Delhi,DD,KKR,50,0,2,99,14.1,148
9084938,Feroz Shah Kotla,Delhi,DD,KKR,50,0,2,99,14.2,148
9084939,Feroz Shah Kotla,Delhi,DD,KKR,49,1,3,99,14.3,148
9084940,Feroz Shah Kotla,Delhi,DD,KKR,48,1,3,99,14.4,148
9084941,Feroz Shah Kotla,Delhi,DD,KKR,48,1,3,99,14.5,148
9084942,Feroz Shah Kotla,Delhi,DD,KKR,48,1,3,100,14.6,148
9084943,Feroz Shah Kotla,Delhi,DD,KKR,42,1,3,100,15.1,148
9084944,Feroz Shah Kotla,Delhi,DD,KKR,36,1,3,100,15.2,148
9084945,Feroz Shah Kotla,Delhi,DD,KKR,36,1,3,101,15.3,148
9084946,Feroz Shah Kotla,Delhi,DD,KKR,35,2,4,101,15.4,148
9084947,Feroz Shah Kotla,Delhi,DD,KKR,37,2,4,105,15.5,148
9084948,Feroz Shah Kotla,Delhi,DD,KKR,36,3,5,105,15.6,148
9084949,Feroz Shah Kotla,Delhi,DD,KKR,37,3,5,106,16.1,148
9084950,Feroz Shah Kotla,Delhi,DD,KKR,38,3,5,108,16.2,148
9084951,Feroz Shah Kotla,Delhi,DD,KKR,38,3,5,110,16.3,148
9084952,Feroz Shah Kotla,Delhi,DD,KKR,39,3,5,111,16.3,148
9084953,Feroz Shah Kotla,Delhi,DD,KKR,38,3,5,111,16.4,148
9084954,Feroz Shah Kotla,Delhi,DD,KKR,38,3,5,112,16.5,148
9084955,Feroz Shah Kotla,Delhi,DD,KKR,41,3,5,116,16.6,148
9084956,Feroz Shah Kotla,Delhi,DD,KKR,41,3,5,117,17.1,148
9084957,Feroz Shah Kotla,Delhi,DD,KKR,37,3,5,119,17.2,148
9084958,Feroz Shah Kotla,Delhi,DD,KKR,36,3,5,120,17.3,148
9084959,Feroz Shah Kotla,Delhi,DD,KKR,34,3,5,120,17.4,148
9084960,Feroz Shah Kotla,Delhi,DD,KKR,35,3,5,122,17.5,148
9084961,Feroz Shah Kotla,Delhi,DD,KKR,34,3,5,123,17.6,148
9084962,Feroz Shah Kotla,Delhi,DD,KKR,30,3,5,123,18.1,148
9084963,Feroz Shah Kotla,Delhi,DD,KKR,33,3,5,127,18.2,148
9084964,Feroz Shah Kotla,Delhi,DD,KKR,33,3,5,128,18.2,148
9084965,Feroz Shah Kotla,Delhi,DD,KKR,38,3,5,134,18.3,148
9084966,Feroz Shah Kotla,Delhi,DD,KKR,42,3,5,140,18.4,148
9084967,Feroz Shah Kotla,Delhi,DD,KKR,42,3,5,141,18.5,148
9084968,Feroz Shah Kotla,Delhi,DD,KKR,43,4,6,142,18.6,148
9084969,Feroz Shah Kotla,Delhi,DD,KKR,44,3,6,143,19.1,148
9084970,Feroz Shah Kotla,Delhi,DD,KKR,48,3,6,147,19.2,148
9084971,Feroz Shah Kotla,Delhi,DD,KKR,48,4,7,147,19.3,148
9084972,Feroz Shah Kotla,Delhi,DD,KKR,47,5,8,147,19.4,148
9084973,Feroz Shah Kotla,Delhi,DD,KKR,47,5,8,147,19.5,148
9084974,Feroz Shah Kotla,Delhi,DD,KKR,48,5,8,148,19.6,148
9100134,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,42,0,0,42,5.1,212
9100135,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,42,0,0,43,5.1,212
9100136,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,45,0,0,47,5.2,212
9100137,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,45,0,0,48,5.3,212
9100138,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,49,0,0,52,5.4,212
9100139,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,52,0,0,56,5.5,212
9100140,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,55,0,0,60,5.6,212
9100141,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,55,0,0,61,6.1,212
9100142,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,55,0,0,62,6.2,212
9100143,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,54,0,0,62,6.3,212
9100144,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,54,0,0,63,6.4,212
9100145,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,54,0,0,64,6.5,212
9100146,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,54,0,0,65,6.6,212
9100147,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,58,0,0,69,7.1,212
9100148,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,58,0,0,70,7.2,212
9100149,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,58,0,0,71,7.3,212
9100150,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,61,0,0,75,7.4,212
9100151,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,58,0,0,76,7.5,212
9100152,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,58,0,0,76,7.6,212
9100153,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,53,0,0,77,8.1,212
9100154,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,53,0,0,79,8.2,212
9100155,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,49,0,0,79,8.3,212
9100156,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,49,1,1,79,8.4,212
9100157,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,48,1,1,79,8.5,212
9100158,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,42,1,1,79,8.6,212
9100159,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,41,1,1,79,9.1,212
9100160,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,41,1,1,79,9.2,212
9100161,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,40,1,1,79,9.3,212
9100162,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,43,1,1,83,9.4,212
9100163,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,43,1,1,84,9.5,212
9100164,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,42,1,1,84,9.6,212
9100165,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,41,1,1,84,10.1,212
9100166,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,38,1,1,85,10.2,212
9100167,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,43,1,1,91,10.3,212
9100168,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,39,1,1,91,10.4,212
9100169,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,41,1,1,97,10.5,212
9100170,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,37,1,1,97,10.6,212
9100171,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,37,1,1,98,11.1,212
9100172,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,36,1,1,98,11.2,212
9100173,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,37,1,1,99,11.3,212
9100174,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,42,1,1,105,11.4,212
9100175,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,43,1,1,107,11.5,212
9100176,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,44,1,1,109,11.6,212
9100177,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,41,1,1,110,12.1,212
9100178,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,46,1,1,116,12.2,212
9100179,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,45,2,2,116,12.3,212
9100180,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,45,2,2,120,12.4,212
9100181,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,45,2,2,121,12.5,212
9100182,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,46,2,2,122,12.6,212
9100183,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,51,2,2,128,13.1,212
9100184,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,49,2,2,128,13.2,212
9100185,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,55,2,2,134,13.3,212
9100186,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,56,1,2,135,13.4,212
9100187,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,59,1,2,138,13.5,212
9100188,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,60,1,2,139,13.6,212
9100189,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,61,1,2,140,14.1,212
9100190,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,62,1,2,141,14.2,212
9100191,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,63,1,2,142,14.3,212
9100192,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,60,1,2,143,14.4,212
9100193,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,63,1,2,147,14.5,212
9100194,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,64,1,2,148,14.6,212
9100195,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,68,1,2,152,15.1,212
9100196,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,68,1,2,153,15.2,212
9100197,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,62,2,3,153,15.3,212
9100198,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,62,2,3,153,15.4,212
9100199,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,57,2,3,154,15.4,212
9100200,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,58,2,3,155,15.5,212
9100201,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,57,2,3,155,15.6,212
9100202,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,57,2,3,155,16.1,212
9100203,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,57,2,3,156,16.1,212
9100204,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,52,2,3,157,16.2,212
9100205,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,51,2,3,158,16.3,212
9100206,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,51,2,3,160,16.4,212
9100207,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,52,2,3,162,16.5,212
9100208,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,50,2,3,166,16.6,212
9100209,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,52,1,3,168,17.0,212
9100210,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,49,1,3,169,17.1,212
9100211,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,54,1,3,175,17.2,212
9100212,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,54,1,3,176,17.3,212
9100213,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,49,1,3,177,17.4,212
9100214,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,50,1,3,178,17.5,212
9100215,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,48,1,3,182,17.6,212
9100216,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,47,1,3,182,18.1,212
9100217,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,47,1,3,185,18.2,212
9100218,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,48,1,3,187,18.2,212
9100219,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,48,1,3,188,18.3,212
9100220,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,48,1,3,189,18.4,212
9100221,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,47,1,3,189,18.5,212
9100222,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,46,1,3,189,18.6,212
9100223,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,46,1,3,193,19.1,212
9100224,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,46,1,3,194,19.2,212
9100225,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,46,1,3,198,19.3,212
9100226,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,51,1,3,204,19.4,212
9100227,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,52,0,3,205,19.4,212
9100228,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,58,0,3,211,19.5,212
9100229,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,58,0,3,212,19.5,212
9100230,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,RCB,57,0,3,212,19.6,212
9116005,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,34,2,3,34,5.1,158
9116006,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,35,2,3,35,5.1,158
9116007,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,35,2,3,35,5.2,158
9116008,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,36,2,3,36,5.3,158
9116009,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,36,2,3,36,5.4,158
9116010,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,39,2,3,40,5.5,158
9116011,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,38,2,3,40,5.6,158
9116012,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,39,2,3,41,6.1,158
9116013,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,41,2,3,43,6.2,158
9116014,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,42,2,3,44,6.3,158
9116015,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,38,2,3,44,6.4,158
9116016,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,36,2,3,48,6.5,158
9116017,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,36,2,3,49,6.6,158
9116018,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,33,2,3,50,7.1,158
9116019,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,32,2,3,50,7.2,158
9116020,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,31,2,3,51,7.3,158
9116021,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,32,1,3,52,7.4,158
9116022,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,33,1,3,53,7.5,158
9116023,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,32,1,3,54,7.6,158
9116024,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,32,1,3,55,8.1,158
9116025,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,33,1,3,56,8.2,158
9116026,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,34,1,3,57,8.3,158
9116027,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,33,1,3,58,8.4,158
9116028,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,30,1,3,59,8.5,158
9116029,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,1,3,59,8.6,158
9116030,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,1,3,59,9.1,158
9116031,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,26,1,3,60,9.2,158
9116032,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,26,0,3,60,9.3,158
9116033,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,27,0,3,61,9.4,158
9116034,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,28,0,3,62,9.5,158
9116035,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,0,3,63,9.6,158
9116036,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,0,3,64,10.1,158
9116037,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,30,0,3,65,10.2,158
9116038,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,30,0,3,66,10.3,158
9116039,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,31,0,3,67,10.4,158
9116040,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,0,3,69,10.5,158
9116041,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,31,0,3,71,10.6,158
9116042,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,30,0,3,71,11.1,158
9116043,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,0,3,72,11.2,158
9116044,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,28,0,3,72,11.3,158
9116045,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,0,3,73,11.4,158
9116046,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,26,0,3,74,11.5,158
9116047,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,0,3,78,11.6,158
9116048,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,0,3,79,12.1,158
9116049,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,30,0,3,80,12.2,158
9116050,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,0,3,80,12.3,158
9116051,Saurashtra Cricket Association Stadium,Rajkot,KXIP,GL,29,0,3,81,12.4,158
