,venue,city,batting_team,bowling_team,runs_last_5,wickets_last_5,wickets,runs,overs,total
1091264,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,26,0,2,48,7.5,148
1091265,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,26,0,2,48,7.6,148
1091266,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,27,0,2,49,8.1,148
1091267,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,28,0,2,50,8.2,148
1091268,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,29,0,2,51,8.3,148
1091269,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,29,0,2,51,8.4,148
1091270,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,26,0,2,52,8.5,148
1091271,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,26,1,3,52,8.6,148
1091272,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,27,1,3,53,9.1,148
1091273,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,27,2,4,53,9.2,148
1091274,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,28,2,4,54,9.3,148
1091275,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,24,2,4,54,9.4,148
1091276,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,25,2,4,55,9.5,148
1091277,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,24,2,4,55,9.6,148
1091278,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,25,2,4,56,10.1,148
1091279,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,26,2,4,58,10.2,148
1091280,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,22,2,4,58,10.3,148
1091281,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,23,2,4,59,10.4,148
1091282,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,23,2,4,60,10.5,148
1091283,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,23,2,4,61,10.6,148
1091284,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,24,2,4,62,11.0,148
1091285,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,27,2,4,66,11.1,148
1091286,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,30,2,4,70,11.2,148
1091287,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,33,2,4,74,11.3,148
1091288,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,33,2,4,74,11.4,148
1091289,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,32,2,4,76,11.5,148
1091290,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,32,2,4,77,11.6,148
1091291,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,35,2,4,81,12.1,148
1091292,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,35,2,4,82,12.2,148
1091293,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,36,2,4,83,12.3,148
1091294,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,37,2,4,85,12.4,148
1091295,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,43,2,4,91,12.5,148
1091296,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,48,2,4,97,12.6,148
1091297,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,51,2,4,101,13.1,148
1091298,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,51,2,4,102,13.2,148
1091299,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,52,2,4,103,13.3,148
1091300,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,57,2,4,109,13.4,148
1091301,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,60,1,4,112,13.5,148
1091302,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,59,1,4,112,13.6,148
1091303,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,61,0,4,114,14.1,148
1091304,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,62,0,4,116,14.2,148
1091305,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,63,0,4,117,14.3,148
1091306,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,63,0,4,118,14.4,148
1091307,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,63,1,5,118,14.5,148
1091308,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,62,1,5,118,14.6,148
1091309,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,60,1,5,118,15.1,148
1091310,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,61,1,5,119,15.2,148
1091311,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,64,1,5,123,15.3,148
1091312,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DD,KXIP,64,1,5,124,15.4,148
